id,url,name,artist,album,explicit,popularity,duration_ms,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1cTrWlx7OSaJf3pLpiYRRR,https://open.spotify.com/track/1cTrWlx7OSaJf3pLpiYRRR,Kozmic Blues,Janis Joplin,Janis Joplin: The Woodstock Experience,False,51,262000,7,1,3,0.335,0.625,0.0472,0.712,0.322,0.574,0.499,178.406
0HvrW09sl0aoAEmlIcZ9s6,https://open.spotify.com/track/0HvrW09sl0aoAEmlIcZ9s6,Stronger Than Me,Amy Winehouse,AMY (Original Motion Picture Soundtrack),False,3,214493,9,0,4,0.88,0.464,0.0419,0.0409,0.000304,0.0585,0.825,91.432
2s4BsyV3KhhrtsdtNfzoqb,https://open.spotify.com/track/2s4BsyV3KhhrtsdtNfzoqb,Back To Black,Amy Winehouse,Back To Black,True,19,240440,10,1,4,0.49,0.725,0.0392,0.123,2.68e-05,0.0983,0.335,123.28
1Jmqubf9kGkWeYQXQKImL5,https://open.spotify.com/track/1Jmqubf9kGkWeYQXQKImL5,People Are Strange,The Doors,Strange Days,False,68,130173,4,0,4,0.699,0.467,0.0375,0.685,0,0.315,0.764,119.287
6y5s9BzDRNWNVgJFeAjOld,https://open.spotify.com/track/6y5s9BzDRNWNVgJFeAjOld,Partido alto,Jorge Aragão,E aí?,False,52,257786,2,1,4,0.877,0.508,0.149,0.509,0.00251,0.107,0.968,151.987
5uWGBUVV4oO0RZByFBswYd,https://open.spotify.com/track/5uWGBUVV4oO0RZByFBswYd,Sol Ou Chuva,Forfun,Polisenso,False,39,205013,4,0,4,0.655,0.63,0.0238,0.0277,0.000383,0.0935,0.753,95.968
4to8RSl1qZa7q3X8z4nOk3,https://open.spotify.com/track/4to8RSl1qZa7q3X8z4nOk3,Pontes Indestrutíveis,Charlie Brown Jr.,De 1997 A 2007,False,51,209084,7,1,4,0.729,0.711,0.119,0.248,0,0.198,0.808,159.019
6C6315RjrDrqj1oqaJVGY8,https://open.spotify.com/track/6C6315RjrDrqj1oqaJVGY8,Senhor Do Tempo,Charlie Brown Jr.,Imunidade Musical,False,56,202826,6,1,4,0.771,0.631,0.0382,0.762,0.00454,0.108,0.644,97.054
1pIMxRddmCGalHnRbLFkWg,https://open.spotify.com/track/1pIMxRddmCGalHnRbLFkWg,Have It All,Jason Mraz,Have It All,False,59,226098,1,0,4,0.643,0.617,0.041,0.192,0,0.0989,0.592,82.029
47cSnNq5zWR7Mj7qyErukz,https://open.spotify.com/track/47cSnNq5zWR7Mj7qyErukz,Pé do Meu Samba - Ao Vivo,Mart'nália,Mart´nália Em Samba! (Ao Vivo) - Extra,False,35,271893,2,1,4,0.581,0.436,0.0568,0.205,1.89e-06,0.701,0.663,151.912
4JfUmOwIYZXPhiBcLkamKr,https://open.spotify.com/track/4JfUmOwIYZXPhiBcLkamKr,Pra Que Chorar - Ao Vivo,Mart'nália,Mart'nália Em Samba! (Ao Vivo),False,38,156146,7,1,4,0.546,0.607,0.0486,0.153,0.00319,0.234,0.685,102.86
3pv7gaBIzHN6ktYoKJcqG7,https://open.spotify.com/track/3pv7gaBIzHN6ktYoKJcqG7,Namora Comigo,Mart'nália,Não tente compreender,False,49,226720,7,0,4,0.638,0.371,0.0303,0.809,0.00036,0.0974,0.422,74.01
36AZErYuy8TcbzGqjrGHvI,https://open.spotify.com/track/36AZErYuy8TcbzGqjrGHvI,Entretanto - Ao Vivo,Mart'nália,Mart'nália em Berlim (Ao Vivo),False,37,229413,5,1,4,0.627,0.588,0.0845,0.683,1.64e-05,0.708,0.745,94.274
6Uhnj8W9qflWLavYUfHkPJ,https://open.spotify.com/track/6Uhnj8W9qflWLavYUfHkPJ,Cabide,Mart'nália,Menino Do Rio,False,55,153666,7,1,4,0.842,0.416,0.0972,0.125,0,0.0927,0.542,133.938
0ay2WOxhuVdYFBD3SCz6uZ,https://open.spotify.com/track/0ay2WOxhuVdYFBD3SCz6uZ,Canto Das Três Raças,Clara Nunes,A Arte De Clara Nunes,False,21,261200,7,1,4,0.48,0.545,0.137,0.491,0.000327,0.115,0.584,110.526
1yqisJZFydMMOgtUXpchnG,https://open.spotify.com/track/1yqisJZFydMMOgtUXpchnG,Juízo Final,Clara Nunes,Meus Momentos,False,20,173866,7,0,4,0.403,0.662,0.0558,0.52,0,0.18,0.544,167.277
2AGNmNDPuK2evzjjzQ7UvY,https://open.spotify.com/track/2AGNmNDPuK2evzjjzQ7UvY,Banho De Manjericão,Clara Nunes,A Arte De Clara Nunes,False,26,187693,1,1,4,0.619,0.919,0.139,0.348,0,0.129,0.906,129.628
5ZjXLQ1d2BLQo0OTbR5kTv,https://open.spotify.com/track/5ZjXLQ1d2BLQo0OTbR5kTv,Mulheres,Martinho Da Vila,As Grandes Décadas Da Música Popular Brasileira,False,47,195826,11,0,4,0.733,0.47,0.0561,0.263,0,0.337,0.732,132.134
79QyCFSloJx6vo6CewT4NZ,https://open.spotify.com/track/79QyCFSloJx6vo6CewT4NZ,"Escuta, Cavaquinho!",Martinho Da Vila,De Bem Com a Vida,False,36,189760,7,0,4,0.787,0.452,0.0436,0.877,0.0132,0.076,0.834,149.901
2XWmXDZp6EilSnGln2Qpj1,https://open.spotify.com/track/2XWmXDZp6EilSnGln2Qpj1,Amanhã é Sábado,Martinho Da Vila,De Bem Com a Vida,False,29,184053,9,0,4,0.837,0.311,0.0527,0.912,0.000379,0.111,0.634,130.111
17FyWGvqby379Q92sn23jW,https://open.spotify.com/track/17FyWGvqby379Q92sn23jW,Queen,Shawn Mendes,Shawn Mendes,False,5,204693,1,1,4,0.877,0.688,0.11,0.193,0,0.0872,0.921,131.022
7v9Ne4758aGFfFc5avh89h,https://open.spotify.com/track/7v9Ne4758aGFfFc5avh89h,Let's Dance to Joy Division,The Wombats,"Proudly Present....A Guide To Love, Loss & Desperation",False,65,191293,4,1,4,0.397,0.839,0.102,0.00125,0,0.576,0.764,116.947
3BROl8FUuHPJ6Swvv29PFi,https://open.spotify.com/track/3BROl8FUuHPJ6Swvv29PFi,Prémonition,Cœur De Pirate,"en cas de tempête, ce jardin sera fermé.",False,41,177693,0,1,4,0.717,0.712,0.0443,0.206,0.00241,0.0992,0.882,117.965
3WDVDkBJNjTYT4XhchiDab,https://open.spotify.com/track/3WDVDkBJNjTYT4XhchiDab,Somnambule,Cœur De Pirate,"en cas de tempête, ce jardin sera fermé.",False,41,182160,5,0,4,0.569,0.261,0.0412,0.972,1.63e-06,0.0984,0.536,111.492
6xflVTxAELGne4B7X2thlv,https://open.spotify.com/track/6xflVTxAELGne4B7X2thlv,Combustible,Cœur De Pirate,"en cas de tempête, ce jardin sera fermé.",False,40,210666,5,1,4,0.686,0.613,0.048,0.399,0,0.0514,0.629,109.992
1OxL1FWSEd7QmJoWLRP2NO,https://open.spotify.com/track/1OxL1FWSEd7QmJoWLRP2NO,On My Mind (Jorja Smith X Preditah),Jorja Smith,On My Mind (Jorja Smith X Preditah),False,69,181509,10,0,4,0.71,0.662,0.175,0.42,0,0.0723,0.755,130.037
4zvHZWOGyL7WcmqHOgtGCW,https://open.spotify.com/track/4zvHZWOGyL7WcmqHOgtGCW,Everytime,boy pablo,Roy Pablo,False,69,172941,2,1,4,0.431,0.669,0.035,0.0252,0.0433,0.117,0.855,203.906
5EV4bGHxVN0kHpcAFvgnTt,https://open.spotify.com/track/5EV4bGHxVN0kHpcAFvgnTt,"Dance, Baby!",boy pablo,Roy Pablo,False,68,198000,9,1,4,0.602,0.601,0.0411,0.0367,0.00459,0.312,0.858,122.013
1f3yAtsJtY87CTmM8RLnxf,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,Nirvana,Nevermind (Deluxe Edition),False,79,301920,1,1,4,0.502,0.912,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
7b8YOVV5quZcSKEijDgyWB,https://open.spotify.com/track/7b8YOVV5quZcSKEijDgyWB,DDU-DU DDU-DU,BLACKPINK,SQUARE UP,False,66,209355,4,0,4,0.671,0.859,0.0833,0.0323,0,0.267,0.389,139.931
3FmAUR4SPWa3P1KyDf21Fu,https://open.spotify.com/track/3FmAUR4SPWa3P1KyDf21Fu,Roxanne - Remastered 2003,The Police,Outlandos D'Amour (Remastered),False,20,191500,0,1,4,0.618,0.748,0.361,0.0384,4.1e-06,0.0477,0.662,134.001
4GwNeCsNlcnxtss75iWnDY,https://open.spotify.com/track/4GwNeCsNlcnxtss75iWnDY,The Hounds,The Protomen,Act II: The Father Of Death,False,46,271133,1,0,4,0.602,0.902,0.0959,0.00193,0.0745,0.0726,0.579,103.812
0b4KsOdnrZlfE5VUAAzxv1,https://open.spotify.com/track/0b4KsOdnrZlfE5VUAAzxv1,Light Up The Night,The Protomen,Act II: The Father Of Death,False,48,244226,1,0,4,0.508,0.892,0.0335,0.289,0.0151,0.352,0.27,83.97
7EUEl5wJb8VI777UAUvRnH,https://open.spotify.com/track/7EUEl5wJb8VI777UAUvRnH,Brain Damage - 2011 Remastered Version,Pink Floyd,The Dark Side Of The Moon [Remastered] (Remastered Version),False,58,226666,2,1,4,0.322,0.265,0.0302,0.0726,0.34,0.366,0.207,133.577
7Gx2q0ueNwvDp2BOZYGCMO,https://open.spotify.com/track/7Gx2q0ueNwvDp2BOZYGCMO,Money - 2011 Remastered Version,Pink Floyd,The Dark Side Of The Moon [Remastered] (Remastered Version),False,65,382834,9,1,1,0.469,0.537,0.152,0.0241,0.00201,0.269,0.783,124.193
4gMgiXfqyzZLMhsksGmbQV,https://open.spotify.com/track/4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,False,75,238746,0,1,4,0.694,0.394,0.0428,0.0781,0.000677,0.247,0.719,104.126
0LH2h4pwiX1iY3KDuONOb6,https://open.spotify.com/track/0LH2h4pwiX1iY3KDuONOb6,Je ne parle pas français - Beatgees Remix,Namika,Je ne parle pas français (Beatgees Remix),False,60,221573,5,0,4,0.807,0.646,0.103,0.0847,3.11e-05,0.11,0.619,110.989
4ZPXuHp219ujq6QJ9oqteR,https://open.spotify.com/track/4ZPXuHp219ujq6QJ9oqteR,Chöre,Mark Forster,TAPE (Kogong Version),False,62,208280,6,0,4,0.773,0.623,0.0377,0.22,0,0.389,0.714,129.962
07TAUihsoCBnLWWXuZYUyw,https://open.spotify.com/track/07TAUihsoCBnLWWXuZYUyw,Sowieso - Radio Version,Mark Forster,Sowieso (Radio Version),False,57,162773,1,0,4,0.785,0.587,0.0841,0.134,0,0.109,0.686,127.996
736ZXpp3gYi2KtcKi3s5Af,https://open.spotify.com/track/736ZXpp3gYi2KtcKi3s5Af,Au Revoir (feat. Sido),Mark Forster,Bauch und Kopf (Live Edition),False,46,202320,0,1,4,0.667,0.861,0.0883,0.0364,0,0.338,0.642,106.029
5jSjp6loDWKUCyHSBYek1Y,https://open.spotify.com/track/5jSjp6loDWKUCyHSBYek1Y,Pisando Descalço,Maneva,Pisando Descalço,False,0,189325,4,0,4,0.694,0.507,0.0896,0.474,0,0.177,0.527,157.97
2UvvOucWTQplRKovGI4Gfn,https://open.spotify.com/track/2UvvOucWTQplRKovGI4Gfn,Runaway,Bon Jovi,Bon Jovi (Remastered),False,6,230666,9,0,4,0.474,0.906,0.0623,0.00364,2.14e-05,0.155,0.609,152.569
4zw30kYHT1bUXNKnRAhWEQ,https://open.spotify.com/track/4zw30kYHT1bUXNKnRAhWEQ,Family Tree,Priscilla Renea,Coloured,False,13,234809,4,0,4,0.335,0.578,0.032,0.0855,0,0.162,0.194,155.657
3tWj2j8Z3rR9bfBUS1JB5a,https://open.spotify.com/track/3tWj2j8Z3rR9bfBUS1JB5a,Tempos modernos - Remasterizado,Lulu Santos,O Último Romântico,False,31,254560,4,0,4,0.764,0.455,0.0327,0.532,0.000326,0.0402,0.768,117.711
00YOa6SnANXEQWK9JWJlpm,https://open.spotify.com/track/00YOa6SnANXEQWK9JWJlpm,"Piloto Automático - Gabriel Boni, Voltech & Zucchi Remix",Supercombo,"Piloto Automático (Gabriel Boni, Voltech & Zucchi Remix)",False,53,376680,11,1,4,0.787,0.639,0.0324,0.0207,0.00412,0.338,0.521,122.994
1eN8LKQNkjF3Wt7BxbeMP7,https://open.spotify.com/track/1eN8LKQNkjF3Wt7BxbeMP7,Banho de chuva - Bootleg,Dash Groove,Banho de chuva (Bootleg),False,44,387096,7,1,4,0.784,0.705,0.0702,0.00567,0.212,0.126,0.355,123.99
3qonjOrhFCfTnaaMruHzxW,https://open.spotify.com/track/3qonjOrhFCfTnaaMruHzxW,Dangerously,Charlie Puth,Nine Track Mind,False,63,199133,2,0,3,0.696,0.517,0.0366,0.364,0,0.197,0.23,112.291
6wmAHw1szh5RCKSRjiXhPe,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe,How Long,Charlie Puth,Voicenotes,False,73,200853,1,0,4,0.845,0.561,0.0778,0.211,3.49e-06,0.0383,0.811,109.974
7BZeyb1wPX9t78rWbLWiky,https://open.spotify.com/track/7BZeyb1wPX9t78rWbLWiky,Karma,Years & Years,Palo Santo (Deluxe),True,3,193880,7,1,4,0.79,0.506,0.118,0.146,0,0.0876,0.456,105.018
22AfHqgMer38xMT3s1j861,https://open.spotify.com/track/22AfHqgMer38xMT3s1j861,Sanctify,Years & Years,Palo Santo (Deluxe),False,1,192000,1,1,4,0.682,0.63,0.0738,0.0162,2.86e-05,0.282,0.187,101.978
2ezKXygNO30pXyDQXkm6oD,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD,LATATA,(G)I-DLE,I am,False,66,202772,9,0,4,0.774,0.792,0.224,0.00427,1.15e-06,0.283,0.505,98.1
3MrRksHupTVEQ7YbA0FsZK,https://open.spotify.com/track/3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,Europe,The Final Countdown (Expanded Edition),False,74,310333,6,0,4,0.536,0.844,0.058,0.0628,0.00084,0.0608,0.185,117.652
1XCKlzIqaehohdUTihetGN,https://open.spotify.com/track/1XCKlzIqaehohdUTihetGN,Cobertor de Orelha - Ao Vivo,Turma do Pagode,Misturadin (Ao Vivo),False,61,156921,9,1,4,0.611,0.849,0.0415,0.773,0,0.982,0.907,80.067
2XTdjNXgMhPoWD5ihRAQXY,https://open.spotify.com/track/2XTdjNXgMhPoWD5ihRAQXY,Bolum Back,Liu,Bolum Back,False,45,315453,11,0,4,0.876,0.657,0.125,0.0631,0.872,0.0777,0.275,124.006
5j1yPqTWKLcXtW2uWeB0HJ,https://open.spotify.com/track/5j1yPqTWKLcXtW2uWeB0HJ,Sede Pra Te Ver,KVSH,Sede Pra Te Ver,False,57,292380,8,0,4,0.828,0.711,0.0471,0.0711,0.00063,0.16,0.505,126.029
36wm1WBVArEbnIgtkT3abj,https://open.spotify.com/track/36wm1WBVArEbnIgtkT3abj,Sunshine,Cat Dealers,Sunshine,False,64,183934,7,0,4,0.697,0.674,0.0368,0.138,0.000247,0.119,0.453,121.984
5gECJfxkSJmg6BP0mkViIx,https://open.spotify.com/track/5gECJfxkSJmg6BP0mkViIx,Surreal - Ao Vivo,Turma do Pagode,Mania do Brasil (Ao Vivo),False,40,204026,2,0,4,0.593,0.787,0.035,0.487,0,0.967,0.65,136.029
6KrHMGsh5lpnCBpYM5a4rT,https://open.spotify.com/track/6KrHMGsh5lpnCBpYM5a4rT,"Despair, Hangover & Ecstasy",The Dø,"Shake, Shook, Shaken",False,46,172891,2,0,4,0.607,0.902,0.0746,0.0252,0,0.181,0.611,142.95
6svak3qVN5xdaRDO1K041S,https://open.spotify.com/track/6svak3qVN5xdaRDO1K041S,In Hell I'll Be In Good Company,The Dead South,Good Company,False,4,243186,7,0,4,0.839,0.235,0.0454,0.739,0.000864,0.111,0.759,77.519
2JjkHuu2A0A0hvewiZKutV,https://open.spotify.com/track/2JjkHuu2A0A0hvewiZKutV,Over It (feat. Donna Missal),Macklemore,GEMINI,True,51,218560,5,0,4,0.633,0.469,0.11,0.307,0,0.105,0.193,120.041
1kiRTBzkbSABfYl3Oz9JDr,https://open.spotify.com/track/1kiRTBzkbSABfYl3Oz9JDr,Eu Não Valho Nada,KVSH,Eu Não Valho Nada,False,59,236065,7,0,4,0.698,0.68,0.0614,0.208,2.45e-06,0.104,0.192,122.084
30VpfIcLiuLYN3HHjrpWJ7,https://open.spotify.com/track/30VpfIcLiuLYN3HHjrpWJ7,Maior Abandonado,Barão Vermelho,Maior Abandonado,False,51,163893,4,1,4,0.68,0.436,0.0401,0.39,0.00351,0.146,0.929,143.019
49TrKcmGwiVrAonnXwzaCx,https://open.spotify.com/track/49TrKcmGwiVrAonnXwzaCx,Used To,Mutemath,Vitals,False,34,255200,5,0,4,0.451,0.615,0.118,0.139,0,0.197,0.501,121.901
6RtRxaZN5RMWFbeZW24oRx,https://open.spotify.com/track/6RtRxaZN5RMWFbeZW24oRx,hold on,flor,come out. you're hiding (deluxe),False,56,204773,8,1,4,0.609,0.872,0.0447,0.0483,0.000971,0.119,0.534,111.967
0xPVr1rHaOYmpw5w1zFl33,https://open.spotify.com/track/0xPVr1rHaOYmpw5w1zFl33,spoiled,flor,come out. you're hiding (deluxe),False,40,290025,3,0,4,0.701,0.536,0.036,0.0976,0.0036,0.102,0.345,115.038
5hSMjPTfQ4mUObJhQqj2UB,https://open.spotify.com/track/5hSMjPTfQ4mUObJhQqj2UB,Dear to Me,Electric Guest,Plural,False,49,241480,1,1,4,0.731,0.563,0.0381,0.0551,0.0605,0.0571,0.611,117.7
0LVaveDmmoMEKhBGhVhfoI,https://open.spotify.com/track/0LVaveDmmoMEKhBGhVhfoI,This Head I Hold,Electric Guest,Mondo,False,52,175773,0,1,4,0.663,0.873,0.0328,0.0268,0.0108,0.261,0.962,162.021
3TBHYzTPw0Hv05hCAtTJG0,https://open.spotify.com/track/3TBHYzTPw0Hv05hCAtTJG0,Oh Devil,Electric Guest,Plural,False,49,217586,7,0,4,0.896,0.526,0.0578,0.124,0.0307,0.185,0.73,97.012
70x1x9NbSJJXkrgvIyyAVX,https://open.spotify.com/track/70x1x9NbSJJXkrgvIyyAVX,Hot Thoughts,Spoon,Hot Thoughts,False,52,228653,8,1,4,0.679,0.902,0.0303,0.0484,0.155,0.645,0.493,108.995
248OFOZef6ShXv6DGgbnxU,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,Saved,Khalid,American Teen,False,74,206533,10,0,4,0.739,0.448,0.138,0.189,0,0.118,0.553,81.044
6Donz2zn7kxsRyA7g5l158,https://open.spotify.com/track/6Donz2zn7kxsRyA7g5l158,Blonde,Waterparks,Entertainment,False,53,200706,7,1,4,0.577,0.934,0.128,0.0056,0,0.0484,0.54,137.003
6WoyghnMAvDDRbZfFbpwEo,https://open.spotify.com/track/6WoyghnMAvDDRbZfFbpwEo,In Bloom,Neck Deep,The Peace And The Panic,False,61,218054,7,1,4,0.594,0.959,0.0486,0.00359,1.34e-05,0.101,0.381,110.979
3ySU5vwQB33iGulwcUL9qQ,https://open.spotify.com/track/3ySU5vwQB33iGulwcUL9qQ,Don't Take The Money,Bleachers,Gone Now,False,62,215546,1,1,4,0.63,0.884,0.0406,0.000397,1.37e-06,0.206,0.289,110.07
1060gzllf4b0UETAXisR5l,https://open.spotify.com/track/1060gzllf4b0UETAXisR5l,Lights Out,Royal Blood,How Did We Get So Dark?,False,61,236426,0,1,4,0.501,0.824,0.0413,0.000127,0.000311,0.0922,0.57,89.972
1INksmStBpxdNlBzwGUvsg,https://open.spotify.com/track/1INksmStBpxdNlBzwGUvsg,Out of the Black,Royal Blood,Royal Blood,True,60,240572,2,1,4,0.52,0.981,0.0906,0.000867,0.00177,0.197,0.633,158.937
3MjrueDQKVr6xDDseZwhEd,https://open.spotify.com/track/3MjrueDQKVr6xDDseZwhEd,Figure It Out,Royal Blood,Royal Blood,False,66,183602,0,1,4,0.658,0.814,0.0558,0.229,0.00676,0.216,0.69,108.016
2CC7fLFEcJBrO82NUwi9Op,https://open.spotify.com/track/2CC7fLFEcJBrO82NUwi9Op,Piano Man,Mamamoo,Piano Man,False,50,195237,10,0,4,0.784,0.853,0.0563,0.322,0,0.807,0.805,111.041
5MaDeMdqsPsZTxNWdEZPVH,https://open.spotify.com/track/5MaDeMdqsPsZTxNWdEZPVH,Starry Night,Mamamoo,Yellow Flower,False,65,211236,9,0,4,0.58,0.773,0.05,0.656,0,0.112,0.506,124.148
2MODoWGuNV60V7X9JRmcFh,https://open.spotify.com/track/2MODoWGuNV60V7X9JRmcFh,Taller than You,Mamamoo,Melting,False,49,184362,11,0,4,0.733,0.684,0.416,0.0944,0,0.143,0.757,200.308
3BUZUCu1uHaTvroizwqLHt,https://open.spotify.com/track/3BUZUCu1uHaTvroizwqLHt,You’re the Best,Mamamoo,Melting,False,40,230914,5,0,4,0.684,0.86,0.0471,0.0395,0,0.239,0.703,122.03
4R5xvs5X0phd0EYWyGigju,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju,Medicina,Anitta,Medicina,False,63,141508,4,0,4,0.798,0.784,0.0667,0.0441,0.0129,0.149,0.653,93.96
2BrzlUj1u1CtvaJDGIKpsP,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),Noah Cyrus,Make Me (Cry),False,68,242081,0,1,4,0.588,0.471,0.0577,0.592,0.00146,0.0733,0.209,152.881
7boPPE857KEqCIHNwFkDop,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop,Audio,Sia,Audio,False,14,203400,3,0,4,0.365,0.692,0.0671,0.192,1.51e-06,0.0862,0.372,89.998
73F87Sqh6jQWucOOvz1WFx,https://open.spotify.com/track/73F87Sqh6jQWucOOvz1WFx,Genius,Sia,Genius,False,13,213040,11,0,4,0.622,0.621,0.129,0.0864,9.8e-05,0.121,0.567,158.946
3MmG2m3axMEYjs3wMNLvF6,https://open.spotify.com/track/3MmG2m3axMEYjs3wMNLvF6,Poesia Acústica #1: Descompasso do Compasso,Pineapple StormTv,Poesia Acústica #1: Descompasso do Compasso,False,59,219428,2,1,4,0.752,0.434,0.453,0.782,0,0.0586,0.944,140.06
4nwQ1SG9CsAl4XoKuScF0r,https://open.spotify.com/track/4nwQ1SG9CsAl4XoKuScF0r,Poesia Acústica #4: Todo Mundo Odeia Acústico,Pineapple StormTv,Poesia Acústica #4: Todo Mundo Odeia Acústico,False,63,505482,0,0,4,0.707,0.622,0.275,0.199,0,0.121,0.694,131.988
6HaTYIUKd8SzdvGOfutBRD,https://open.spotify.com/track/6HaTYIUKd8SzdvGOfutBRD,Poesia Acústica #2: Sobre Nós,Delacruz,Poesia Acústica #2: Sobre Nós,False,67,471767,8,1,4,0.61,0.641,0.189,0.703,0,0.183,0.802,93.725
4c60yLpE5lXvICT0pyEaZ5,https://open.spotify.com/track/4c60yLpE5lXvICT0pyEaZ5,Better Give U Up,FKJ,French Kiwi Juice,False,62,256800,11,0,4,0.525,0.72,0.169,0.176,0.00648,0.0769,0.483,91.708
1yxgpSE6Pi9KbJL6Avwiwj,https://open.spotify.com/track/1yxgpSE6Pi9KbJL6Avwiwj,Apple Blossom,The White Stripes,De Stijl,False,48,133306,9,1,4,0.504,0.583,0.0437,0.42,0.000666,0.28,0.65,126.137
7wCWPx41MvREBKBWLK8OyO,https://open.spotify.com/track/7wCWPx41MvREBKBWLK8OyO,The Veil,Deca,The Veil,False,32,221720,6,1,4,0.759,0.892,0.315,0.182,0,0.0501,0.936,80.532
5En2Id47TRadZkaSUSSPD9,https://open.spotify.com/track/5En2Id47TRadZkaSUSSPD9,Sailboats and Trains,Deca,The Ocean,False,31,216682,10,0,4,0.67,0.791,0.396,0.0762,0,0.228,0.66,78.961
7tmfrvAm84ntXtwbn1ybgt,https://open.spotify.com/track/7tmfrvAm84ntXtwbn1ybgt,Breadcrumbs,Deca,The Ocean,False,43,179391,10,1,4,0.635,0.747,0.354,0.694,0.00228,0.1,0.847,83.305
0Ih55K62jZIbeTysGHJkW0,https://open.spotify.com/track/0Ih55K62jZIbeTysGHJkW0,Little Girl (feat. Julian Casablancas),Danger Mouse,Dark Night of The Soul,True,43,272933,1,1,4,0.54,0.912,0.0376,0.000108,0.00298,0.134,0.839,146.033
4FZOSDwALdWxcGcRbwXWJ8,https://open.spotify.com/track/4FZOSDwALdWxcGcRbwXWJ8,Tyrant (feat. Jorja Smith),Kali Uchis,Isolation,False,62,204289,3,0,4,0.422,0.471,0.18,0.142,0,0.112,0.62,82.433
2RlgNHKcydI9sayD2Df2xp,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,False,78,303373,10,1,4,0.388,0.338,0.0328,0.652,3.72e-06,0.248,0.477,177.784
0UYQFonYbcBNBxeFmtc1Wo,https://open.spotify.com/track/0UYQFonYbcBNBxeFmtc1Wo,Viva,Zimbra,"O Tudo, o Nada e o Mundo",False,49,223423,4,1,4,0.494,0.572,0.0339,0.214,0,0.0646,0.334,132.809
6bX8I0kg3J6IXWVlyVknh1,https://open.spotify.com/track/6bX8I0kg3J6IXWVlyVknh1,Here Comes a Thought,Steven Universe,"Steven Universe, Vol. 1 (Original Soundtrack)",False,60,202340,0,1,4,0.75,0.513,0.0876,0.423,0,0.0756,0.471,91.004
17NZN6GiambO3qmzSDGCwN,https://open.spotify.com/track/17NZN6GiambO3qmzSDGCwN,Cigarette Song,Raury,Indigo Child,True,35,235666,4,0,4,0.717,0.469,0.0427,0.0327,0.000136,0.382,0.479,111.99
3JMiQQgzRdpDDStsEMcehW,https://open.spotify.com/track/3JMiQQgzRdpDDStsEMcehW,Losing Your Mind,Raury,The Get Down: Original Soundtrack From The Netflix Original Series (Deluxe Version),False,36,219480,2,1,4,0.747,0.722,0.0844,0.00456,8.38e-06,0.0777,0.151,117.017
58l702tcyPKuXe9br3Grdl,https://open.spotify.com/track/58l702tcyPKuXe9br3Grdl,Crystal Express,Raury,All We Need,False,47,237826,9,1,4,0.757,0.942,0.0459,0.122,0.00298,0.154,0.736,119.98
5H5yQqdVJSK9VW5fxMUI4M,https://open.spotify.com/track/5H5yQqdVJSK9VW5fxMUI4M,God's Whisper,Raury,God's Whisper,False,47,243706,9,0,3,0.617,0.535,0.0319,0.129,0.274,0.1,0.461,144.009
2uK0gfnFYHKpb73WkQml8h,https://open.spotify.com/track/2uK0gfnFYHKpb73WkQml8h,Devil's Whisper,Raury,All We Need,True,44,220920,7,1,4,0.778,0.636,0.172,0.234,0.0406,0.345,0.312,107.991
5zKl4hZJoUr6ONcwI7MxxV,https://open.spotify.com/track/5zKl4hZJoUr6ONcwI7MxxV,Trap Tears,Raury,All We Need,True,38,331306,0,1,4,0.689,0.416,0.159,0.671,0.000401,0.122,0.376,111.987
0S0vWvyZ6Rc79TXkWxT9QA,https://open.spotify.com/track/0S0vWvyZ6Rc79TXkWxT9QA,Save That Shit,Lil Peep,"Come Over When You're Sober, Pt. 1",True,79,231546,2,1,4,0.534,0.583,0.0288,0.0262,0,0.421,0.145,105.997
4EWCNWgDS8707fNSZ1oaA5,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West,808s & Heartbreak,False,75,211000,10,0,4,0.79,0.647,0.136,0.0515,0,0.248,0.654,87.999
3HTDOoRoGvwpmMTIOOQehV,https://open.spotify.com/track/3HTDOoRoGvwpmMTIOOQehV,Walk Away,LVNDSCAPE,Walk Away,False,4,185612,6,0,4,0.677,0.778,0.0291,0.265,0,0.247,0.343,97.97
7ppLcVgxpoWAhAa2c0CN3b,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,Quero Que Tu Vá,Ananda,Quero Que Tu Vá,True,54,139188,0,0,4,0.694,0.504,0.0994,0.838,0,0.0681,0.674,131.834
