id,url,name,artist,album,explicit,popularity,duration_ms,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1EzrEOXmMH3G43AXT1y7pA,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,False,81,242186,11,1,4,0.686,0.457,0.0468,0.595,0,0.105,0.718,150.953
1TX4h6MrIZ0K3r4OOG11WO,https://open.spotify.com/track/1TX4h6MrIZ0K3r4OOG11WO,Flor de Lis,Djavan,A Voz e o Violão,False,61,225266,2,0,4,0.549,0.502,0.0493,0.223,0,0.0622,0.781,85.793
2ukW9zOr51AYeLSmCtTVqW,https://open.spotify.com/track/2ukW9zOr51AYeLSmCtTVqW,Não Me Deixe Só,Vanessa Da Mata,Vanessa da Mata,False,54,189666,2,1,4,0.731,0.469,0.0379,0.333,0.0115,0.0976,0.641,107.093
55h7vJchibLdUkxdlX3fK7,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7,Treasure,Bruno Mars,Unorthodox Jukebox,True,75,178560,5,0,4,0.874,0.692,0.0431,0.0412,7.24e-05,0.324,0.937,116.017
5nxNqPGJJD1hwh2v2WZhje,https://open.spotify.com/track/5nxNqPGJJD1hwh2v2WZhje,Walk Away,Franz Ferdinand,You Could Have It So Much Better,False,51,216333,2,1,4,0.585,0.834,0.0336,0.122,2.75e-06,0.374,0.512,124.117
5MVkWRKMBO3r05oihuNbzM,https://open.spotify.com/track/5MVkWRKMBO3r05oihuNbzM,Warriors,Imagine Dragons,Warriors,False,4,170066,4,0,4,0.347,0.83,0.0633,0.0674,0.00463,0.201,0.312,78.06
3u1Er1rkjn1oSz1xdZH3ZD,https://open.spotify.com/track/3u1Er1rkjn1oSz1xdZH3ZD,Call It What You Want,Foster The People,Torches,False,62,238786,5,0,4,0.641,0.967,0.0601,0.0483,0.000276,0.442,0.725,113.017
5Q4H1XkVHxQjnrHCUpS61d,https://open.spotify.com/track/5Q4H1XkVHxQjnrHCUpS61d,Nicotine,Panic! At The Disco,"Too Weird To Live, Too Rare To Die!",False,64,186600,5,0,4,0.592,0.891,0.0522,0.000912,0.000128,0.25,0.571,127.955
7tvOve5IkjYenvqScZ75iQ,https://open.spotify.com/track/7tvOve5IkjYenvqScZ75iQ,Best Friend,Foster The People,Supermodel,False,57,267826,1,1,4,0.651,0.866,0.0584,0.00933,0,0.113,0.801,113.945
3aRn4Q8EdXvyUhVNi7925L,https://open.spotify.com/track/3aRn4Q8EdXvyUhVNi7925L,Ruby,Kaiser Chiefs,Souvenir : The Singles 2004 - 2012,False,31,203026,5,0,4,0.451,0.94,0.0491,0.00732,4.26e-06,0.0776,0.468,93.631
3GOpSWjTY8Ofu27icT5gZ8,https://open.spotify.com/track/3GOpSWjTY8Ofu27icT5gZ8,Evil Eye,Franz Ferdinand,"Right Thoughts, Right Words, Right Action",False,0,166453,11,0,4,0.707,0.815,0.0298,0.0161,5.72e-05,0.0844,0.827,110.972
5XZyIOvleZYTh0DD399M90,https://open.spotify.com/track/5XZyIOvleZYTh0DD399M90,tous les mêmes,Stromae,racine carrée,False,11,210933,5,0,4,0.68,0.651,0.141,0.195,0.00228,0.276,0.652,110.018
2ihCaVdNZmnHZWt0fvAM7B,https://open.spotify.com/track/2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters and Men,My Head Is An Animal,False,74,266600,1,1,4,0.446,0.757,0.0322,0.0206,0,0.146,0.421,102.88
5g7rJvWYVrloJZwKiShqlS,https://open.spotify.com/track/5g7rJvWYVrloJZwKiShqlS,Dirty Paws,Of Monsters and Men,My Head Is An Animal,False,68,278373,3,1,4,0.359,0.648,0.035,0.108,0.0135,0.0555,0.133,111.733
4t4oqMSwwmpHzQIu1aok1z,https://open.spotify.com/track/4t4oqMSwwmpHzQIu1aok1z,Amiga Da Minha Mulher,Seu Jorge,Músicas Para Churrasco (Vol. I),False,60,248080,9,0,4,0.788,0.916,0.121,0.714,0,0.0867,0.829,104.015
5bHaPfY8vAnCeHDObKCYT4,https://open.spotify.com/track/5bHaPfY8vAnCeHDObKCYT4,O Que Será (A Flor Da Terra),Chico Buarque,Meus Caros Amigos,False,2,166573,2,0,4,0.435,0.671,0.0586,0.487,0,0.589,0.792,157.564
0Vl9aGb0dmeiCQ2ATgNK2B,https://open.spotify.com/track/0Vl9aGb0dmeiCQ2ATgNK2B,Mas Que Nada,Sergio Mendes & Brasil '66,Mas Que Nada,False,51,159333,5,0,4,0.592,0.761,0.0514,0.614,3.58e-05,0.301,0.843,88.468
2kgT6sMwXd3mdeXhBbLMQe,https://open.spotify.com/track/2kgT6sMwXd3mdeXhBbLMQe,Sina,Djavan,Luz,False,56,332133,9,1,4,0.763,0.556,0.0353,0.382,1.4e-05,0.262,0.909,103.925
2kWowW0k4oFymhkr7LmvzO,https://open.spotify.com/track/2kWowW0k4oFymhkr7LmvzO,Come with Me Now,KONGOS,Lunatic,False,68,211960,10,0,4,0.654,0.726,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987
5rjSKhSHGsKP2RJtbRWQkl,https://open.spotify.com/track/5rjSKhSHGsKP2RJtbRWQkl,Take It Easy My Brother Charles,Jorge Ben Jor,Jorge Ben (1969),False,2,155666,4,1,4,0.507,0.746,0.162,0.464,0,0.0804,0.749,84.919
5icna5cfuXiT26NXNlzgNX,https://open.spotify.com/track/5icna5cfuXiT26NXNlzgNX,Love Away,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),False,0,222418,9,1,4,0.748,0.677,0.0477,0.309,0.000138,0.385,0.737,90.997
6Ac4NVYYl2U73QiTt11ZKd,https://open.spotify.com/track/6Ac4NVYYl2U73QiTt11ZKd,Hooked on a Feeling,Blue Swede,Hooked On A Feeling,False,74,172866,8,1,4,0.547,0.82,0.0805,0.261,0,0.3,0.933,118.208
45k0ziRV2wSTDA4QRDsIRz,https://open.spotify.com/track/45k0ziRV2wSTDA4QRDsIRz,This Fire,Franz Ferdinand,Franz Ferdinand (Special Edition Version),False,31,254693,7,1,4,0.543,0.874,0.0529,0.00255,0,0.164,0.673,138.086
6mHUGanFO3g5CWiZDZERGR,https://open.spotify.com/track/6mHUGanFO3g5CWiZDZERGR,The Dark Of The Matinée,Franz Ferdinand,Franz Ferdinand (Special Edition Version),False,33,243466,6,0,4,0.454,0.672,0.0292,0.00547,3.21e-06,0.179,0.735,114.446
2CMj2lTBLG6IngvpdtM6HT,https://open.spotify.com/track/2CMj2lTBLG6IngvpdtM6HT,Taj Mahal,Jorge Ben Jor,Football & Samba Groove Association,False,0,184906,4,0,4,0.576,0.676,0.0474,0.531,1.46e-05,0.323,0.678,136.789
3m6KkYKdnbffMpGd9Pm9FP,https://open.spotify.com/track/3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,The White Stripes,Elephant,False,22,231920,4,0,4,0.745,0.466,0.0864,0.00666,0.35,0.272,0.303,123.889
7yq4Qj7cqayVTp3FF9CWbm,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,Dream Your Life Away,False,76,204280,1,1,4,0.484,0.731,0.0379,0.431,0,0.151,0.51,101.654
0d28khcov6AiegSCpG5TuT,https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,Demon Days,False,79,222640,6,1,4,0.818,0.705,0.177,0.00836,0.00233,0.613,0.772,138.559
3svWLPaQluGbxt8Fp0C4Pg,https://open.spotify.com/track/3svWLPaQluGbxt8Fp0C4Pg,Come A Little Closer,Cage The Elephant,Come A Little Closer,False,0,229440,1,0,4,0.455,0.793,0.0307,0.0204,0,0.169,0.321,147.933
2Eu1m3tEeCW2ppIWRsHHgt,https://open.spotify.com/track/2Eu1m3tEeCW2ppIWRsHHgt,Cardiac Arrest (WoodysProduce Remix),Bad Suns,Cardiac Arrest (WoodysProduce Remix),False,0,182400,1,1,4,0.576,0.765,0.0398,0.126,6.99e-05,0.106,0.444,99.971
7giJz5VC4hsZEM7emY8Tic,https://open.spotify.com/track/7giJz5VC4hsZEM7emY8Tic,Back Against The Wall,Cage The Elephant,Cage The Elephant,False,49,228320,1,1,4,0.594,0.8,0.0299,0.000929,0,0.109,0.534,110.254
5c5a2Ptu8eyIpljhQHjIqk,https://open.spotify.com/track/5c5a2Ptu8eyIpljhQHjIqk,Ain't No Rest For The Wicked - Original Version,Cage The Elephant,Cage The Elephant,False,69,175493,0,1,4,0.635,0.914,0.111,0.0597,0,0.601,0.922,156.014
1RTXBfT5VsEDDp56lKuXRB,https://open.spotify.com/track/1RTXBfT5VsEDDp56lKuXRB,Samurai - Ao Vivo,Djavan,Ária - Ao Vivo,False,43,295146,1,0,4,0.615,0.737,0.048,0.0705,0.000125,0.739,0.689,91.948
4kTd0TND65MUY4BlcmJ2cM,https://open.spotify.com/track/4kTd0TND65MUY4BlcmJ2cM,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,False,2,161133,2,1,4,0.698,0.627,0.036,0.0423,7.16e-06,0.0834,0.796,91.989
3jfr0TF6DQcOLat8gGn7E2,https://open.spotify.com/track/3jfr0TF6DQcOLat8gGn7E2,Do I Wanna Know?,Arctic Monkeys,AM,False,15,272394,5,1,4,0.548,0.532,0.0323,0.186,0.000263,0.217,0.405,85.03
1huvTbEYtgltjQRXzrNKGi,https://open.spotify.com/track/1huvTbEYtgltjQRXzrNKGi,Don't,Ed Sheeran,x (Deluxe Edition),False,72,219840,1,1,4,0.806,0.608,0.0659,0.0113,0,0.635,0.849,95.049
4iZPNYqzI2L0uwuUKun7Aa,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa,Stole the Show,Kygo,Stole the Show,False,21,222801,8,0,4,0.679,0.662,0.174,0.155,0,0.152,0.438,99.879
7BHPGtpuuWWsvE7cCaMuEU,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU,Naive,The Kooks,Inside In / Inside Out,False,72,203506,8,0,4,0.391,0.808,0.0892,0.0759,0,0.149,0.737,100.304
5xoUgPXbMNUmoHU0Enwtwq,https://open.spotify.com/track/5xoUgPXbMNUmoHU0Enwtwq,She Moves In Her Own Way,The Kooks,Inside In / Inside Out,False,69,169306,7,1,4,0.41,0.803,0.0623,0.239,0,0.103,0.814,153.315
4Sfa7hdVkqlM8UW5LsSY3F,https://open.spotify.com/track/4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,Passion Pit,Gossamer,False,67,264493,11,1,4,0.566,0.755,0.0368,0.0338,0,0.315,0.445,101.006
52a6VcF23v5HB7KfDEmBHq,https://open.spotify.com/track/52a6VcF23v5HB7KfDEmBHq,Carried Away,Passion Pit,Gossamer,False,59,221973,0,1,4,0.772,0.826,0.0344,0.0176,8.56e-06,0.383,0.871,119.995
42rMA2pfIu7J6a80nODfAn,https://open.spotify.com/track/42rMA2pfIu7J6a80nODfAn,Além do Horizonte,Jota Quest,Até Onde Vai,False,57,276653,11,0,4,0.714,0.957,0.0367,0.00239,0.0939,0.283,0.968,140.004
46Kcradxrva9Dny4lHU1b3,https://open.spotify.com/track/46Kcradxrva9Dny4lHU1b3,Miss Jackson (feat. LOLO),Panic! At The Disco,"Too Weird To Live, Too Rare To Die!",False,67,192053,2,1,4,0.642,0.873,0.0551,0.00394,0,0.175,0.662,82.002
006pMMCuRo2TFjh8sNGSov,https://open.spotify.com/track/006pMMCuRo2TFjh8sNGSov,"Dias De Luta, Dias De Gloria",Charlie Brown Jr.,Imunidade Musical,False,65,145466,3,0,3,0.346,0.433,0.065,0.888,0,0.101,0.768,77.963
5a008ecFPEypprh1yOg1bM,https://open.spotify.com/track/5a008ecFPEypprh1yOg1bM,Vamos Fugir,Skank,#1 Hits,False,56,240133,6,0,4,0.604,0.752,0.0352,0.22,0,0.112,0.756,135.943
6b5rA9rthDbZDOQp9UbOgl,https://open.spotify.com/track/6b5rA9rthDbZDOQp9UbOgl,Little Lion Man,Mumford & Sons,Sigh No More,True,11,245173,5,1,4,0.517,0.492,0.0272,0.0275,3.2e-05,0.0873,0.455,138.579
6TAmjdTpmzbR0AHUATS1ea,https://open.spotify.com/track/6TAmjdTpmzbR0AHUATS1ea,Westside,The Kooks,Listen,False,1,210193,9,0,4,0.772,0.659,0.0332,0.267,1.05e-05,0.107,0.818,112.01
01ADMjKzsqzXYN7Ddtu1cl,https://open.spotify.com/track/01ADMjKzsqzXYN7Ddtu1cl,Crave You,Flight Facilities,Down To Earth,False,3,234786,1,0,4,0.924,0.485,0.082,0.105,0,0.076,0.325,120.034
00h6syYCxPKVsInPHXhdZ1,https://open.spotify.com/track/00h6syYCxPKVsInPHXhdZ1,Sarah Smiles,Panic! At The Disco,Vices & Virtues,False,59,213320,5,1,4,0.332,0.837,0.038,0.000324,0,0.164,0.551,171.341
1CRFWfZEfLCs7pYDlXFYMJ,https://open.spotify.com/track/1CRFWfZEfLCs7pYDlXFYMJ,Holdin On,Flume,Flume,False,41,154414,8,1,4,0.43,0.436,0.119,0.17,0,0.128,0.217,90.053
6AejjYRSi4L2p01COyXLjd,https://open.spotify.com/track/6AejjYRSi4L2p01COyXLjd,Everyone Is Gay,A Great Big World,Is There Anybody Out There?,False,49,130066,9,1,4,0.528,0.814,0.0645,0.0354,0,0.0631,0.432,149.183
1mr3616BzLdhXfJmLmRsO8,https://open.spotify.com/track/1mr3616BzLdhXfJmLmRsO8,Fireflies,Owl City,Ocean Eyes,False,19,228346,3,1,4,0.513,0.661,0.0439,0.0274,0,0.118,0.461,180.118
6DLS7vOHCiZ8WQRUhnmHHF,https://open.spotify.com/track/6DLS7vOHCiZ8WQRUhnmHHF,Feeling This,blink-182,Greatest Hits [International Version (Explicit)],True,0,173453,4,1,4,0.402,0.977,0.145,0.105,0,0.346,0.616,173.135
3pZVOJUUOdheb1yqBHc6gw,https://open.spotify.com/track/3pZVOJUUOdheb1yqBHc6gw,Escapee,Architecture In Helsinki,Moment Bends,False,43,178146,1,1,4,0.666,0.743,0.0282,0.0366,1.12e-06,0.124,0.726,110.971
1VdZ0vKfR5jneCmWIUAMxK,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK,The A Team,Ed Sheeran,+,False,74,258373,9,1,4,0.642,0.289,0.0367,0.669,0,0.18,0.407,84.996
6k9eT9TVUBtFjWVr3TnCX3,https://open.spotify.com/track/6k9eT9TVUBtFjWVr3TnCX3,Human,Of Monsters and Men,Beneath The Skin,False,1,237813,4,0,4,0.526,0.752,0.0317,0.000831,0.473,0.146,0.184,125.996
2BEZkzfIWNFSNjZMAKhyAR,https://open.spotify.com/track/2BEZkzfIWNFSNjZMAKhyAR,All I Want - Acoustic,A Day To Remember,All I Want (Acoustic),False,53,199893,1,0,4,0.569,0.567,0.0325,0.296,0,0.0855,0.798,159.914
612VcBshQcy4mpB2utGc3H,https://open.spotify.com/track/612VcBshQcy4mpB2utGc3H,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (Deluxe Edition),False,72,280000,9,1,4,0.695,0.336,0.0313,0.8,0.00264,0.701,0.422,79.109
37sINbJZcFdHFAsVNsPq1i,https://open.spotify.com/track/37sINbJZcFdHFAsVNsPq1i,Superheroes,The Script,No Sound Without Silence,False,74,245466,3,1,4,0.491,0.885,0.0395,0.00219,0,0.0741,0.641,166.992
2qKN1W3bmEBCFPGxRShij9,https://open.spotify.com/track/2qKN1W3bmEBCFPGxRShij9,Angel in Blue Jeans,Train,Bulletproof Picasso,False,3,205973,0,1,4,0.61,0.817,0.0331,0.0151,9.09e-06,0.0998,0.688,115.036
2Hvc7KrkQo8bdLbOdDNOk5,https://open.spotify.com/track/2Hvc7KrkQo8bdLbOdDNOk5,Home,Naughty Boy,Hotel Cabana (Deluxe Version),False,36,205065,0,1,4,0.618,0.732,0.0602,0.00631,6.41e-05,0.0729,0.27,100.015
2cyTXelFvE7WjSAj8U5vvb,https://open.spotify.com/track/2cyTXelFvE7WjSAj8U5vvb,Time,Mikky Ekko,Time (Spotify Exclusive),False,43,254293,6,1,3,0.477,0.28,0.0317,0.264,0,0.112,0.149,122.363
0ZMwip5BnDv7qS6Wsfxd7l,https://open.spotify.com/track/0ZMwip5BnDv7qS6Wsfxd7l,U,Mikky Ekko,Time (Spotify Exclusive),False,35,237773,7,1,4,0.663,0.648,0.0527,0.224,0,0.111,0.538,120.026
0HC0DQfCneEYFMRYCG9m4s,https://open.spotify.com/track/0HC0DQfCneEYFMRYCG9m4s,Smile,Mikky Ekko,Time (Spotify Exclusive),False,45,207253,10,1,4,0.327,0.628,0.0626,0.114,0,0.123,0.255,150.918
14uvyd51Ha7FihKHlOtUig,https://open.spotify.com/track/14uvyd51Ha7FihKHlOtUig,Let's Kill Tonight,Panic! At The Disco,Vices & Virtues,False,59,213520,9,0,4,0.455,0.867,0.151,0.00428,5.01e-05,0.0998,0.29,185.977
7l9uOhfVJC8Y0c6PXHrgbs,https://open.spotify.com/track/7l9uOhfVJC8Y0c6PXHrgbs,Hurricane,Panic! At The Disco,Vices & Virtues,False,57,265333,11,0,4,0.515,0.869,0.109,0.00393,0,0.434,0.336,122.748
3oap5wNMWwX1dT3AVKwLzH,https://open.spotify.com/track/3oap5wNMWwX1dT3AVKwLzH,Nine in the Afternoon - Single Mix,Panic! At The Disco,Pretty. Odd.,False,58,191560,10,1,4,0.405,0.689,0.0365,0.0843,0,0.207,0.397,155.189
0EhFViyhOxccpERicp12R8,https://open.spotify.com/track/0EhFViyhOxccpERicp12R8,From a Mountain in the Middle of the Cabins,Panic! At The Disco,Pretty. Odd.,False,44,182266,2,0,4,0.574,0.563,0.0292,0.56,9.39e-05,0.323,0.67,134.083
6nM9Sr6MPcfpqwQTD7PZGi,https://open.spotify.com/track/6nM9Sr6MPcfpqwQTD7PZGi,Wrapped Up,Olly Murs,Never Been Better (Deluxe),False,57,185640,1,1,4,0.787,0.848,0.0549,0.0915,0,0.15,0.947,121.989
0DhOs8SlU7GlGl6SFJbPP1,https://open.spotify.com/track/0DhOs8SlU7GlGl6SFJbPP1,Nothing Without You,Olly Murs,Never Been Better (Deluxe),False,28,214013,0,1,4,0.567,0.531,0.0373,0.0676,0,0.0748,0.332,85.252
423jrkQR8fzhE6APXyU7Pe,https://open.spotify.com/track/423jrkQR8fzhE6APXyU7Pe,Never Been Better,Olly Murs,Never Been Better (Deluxe),False,32,256839,6,1,4,0.585,0.792,0.0254,0.00564,0,0.248,0.41,99.995
3hyi4CYvZ3K6EqAI2ja7pl,https://open.spotify.com/track/3hyi4CYvZ3K6EqAI2ja7pl,Sweet Emotion,The Kooks,Listen,False,3,308569,10,0,4,0.766,0.825,0.0706,0.0498,0.000137,0.104,0.583,98.007
6ORqU0bHbVCRjXm9AjyHyZ,https://open.spotify.com/track/6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),Green Day,Nimrod,True,74,153466,7,1,4,0.475,0.432,0.0302,0.183,0,0.161,0.648,94.605
5vdp5UmvTsnMEMESIF2Ym7,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,The Game (2011 Remaster),False,81,214653,5,0,4,0.933,0.528,0.161,0.112,0.312,0.163,0.754,109.967
1AhDOtG9vPSOmsWgNW0BEY,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (2011 Remaster),False,27,354320,0,0,4,0.414,0.404,0.0499,0.271,0,0.3,0.224,71.105
0KAiuUOrLTIkzkpfpn9jb9,https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9,Drive By,Train,California 37,False,72,195973,1,0,4,0.765,0.837,0.032,0.00107,1.06e-05,0.0801,0.721,122.028
2NniAhAtkRACaMeYt48xlD,https://open.spotify.com/track/2NniAhAtkRACaMeYt48xlD,50 Ways to Say Goodbye,Train,California 37,False,64,247946,6,1,4,0.591,0.935,0.0478,0.000284,0.000278,0.142,0.736,140.043
4urmOSZcGQVcGz3rpMzy3y,https://open.spotify.com/track/4urmOSZcGQVcGz3rpMzy3y,Irresistible,Fall Out Boy,American Beauty/American Psycho,False,1,206506,2,1,4,0.488,0.935,0.116,0.0818,0,0.256,0.448,164.971
3AA8xNhDC0MpqwkGX3EP5V,https://open.spotify.com/track/3AA8xNhDC0MpqwkGX3EP5V,If I Ever Feel Better,Phoenix,United,False,65,266600,6,0,4,0.755,0.553,0.107,0.0492,0.00607,0.0646,0.836,119.7
5PK1JCSdr34gWgzYHgt3Jq,https://open.spotify.com/track/5PK1JCSdr34gWgzYHgt3Jq,Feeling Good,Muse,Origin of Symmetry,False,63,198800,7,0,3,0.345,0.418,0.0316,0.299,1.75e-05,0.103,0.267,109.044
33OdSmu4AdBViAXDbCEqK3,https://open.spotify.com/track/33OdSmu4AdBViAXDbCEqK3,Breezeblocks,alt-J,An Awesome Wave (Deluxe Version),False,36,227080,5,1,4,0.609,0.642,0.0341,0.11,0.000986,0.172,0.296,150.087
2y8P6y9XH05fiU3i3EyuEZ,https://open.spotify.com/track/2y8P6y9XH05fiU3i3EyuEZ,Ela Me Faz,Rael,Ainda Bem Que Eu Segui as Batidas do Meu Coração,False,0,179093,4,0,4,0.767,0.797,0.0816,0.0628,0,0.198,0.651,83.982
5mIovvHzfqP0Ltj1GofPeN,https://open.spotify.com/track/5mIovvHzfqP0Ltj1GofPeN,Ser Feliz,Rael,Diversoficando,False,0,189853,4,0,4,0.772,0.771,0.152,0.218,0,0.0989,0.301,93.931
3TozQOXWTxGJxCnqbYoTAN,https://open.spotify.com/track/3TozQOXWTxGJxCnqbYoTAN,Mr. Maker,The Kooks,Konk,False,44,180880,11,0,4,0.512,0.835,0.0591,0.0312,0,0.138,0.813,155.732
3QRM0qZB7oMYavveH0iEqx,https://open.spotify.com/track/3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,Here Comes The Hotstepper,False,65,250466,4,0,4,0.889,0.454,0.221,0.0141,0.000186,0.203,0.436,100.36
7MMOPTjs6nZL0wf6C9ECKX,https://open.spotify.com/track/7MMOPTjs6nZL0wf6C9ECKX,"Build God, Then We'll Talk",Panic! At The Disco,A Fever You Can't Sweat Out,False,49,220720,11,0,4,0.418,0.827,0.0476,0.138,0,0.336,0.448,124.532
4VYZzin8NBl8Pof8cexCdH,https://open.spotify.com/track/4VYZzin8NBl8Pof8cexCdH,The Black Market,Rise Against,The Black Market,False,0,255960,8,1,4,0.254,0.957,0.131,0.000309,1.57e-06,0.35,0.388,143.971
70OTIpw8x8UXUsuCHW9i1i,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i,Drag Me Down,One Direction,Drag Me Down,False,67,192106,0,0,4,0.723,0.711,0.0378,0.0997,0,0.0528,0.606,138.098
7zkDEBSxkcBVsStS4qBFpK,https://open.spotify.com/track/7zkDEBSxkcBVsStS4qBFpK,Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,False,64,241546,0,1,4,0.635,0.786,0.0377,0.0349,0.00767,0.497,0.305,97.54
3wPPWcVuinAU7dXcJXtCID,https://open.spotify.com/track/3wPPWcVuinAU7dXcJXtCID,La La La,Naughty Boy,Hotel Cabana (Deluxe Version),False,66,222200,6,0,4,0.772,0.65,0.0306,0.107,1.13e-06,0.0905,0.262,125.082
2n3V7AB0MiNgx0DgbwU4Np,https://open.spotify.com/track/2n3V7AB0MiNgx0DgbwU4Np,Union,Black Eyed Peas,Monkey Business,False,0,304173,9,1,4,0.829,0.63,0.217,0.232,0,0.0658,0.85,107.029
6Pk7f9LjwGWPEgo48HB22I,https://open.spotify.com/track/6Pk7f9LjwGWPEgo48HB22I,Disco Club,Black Eyed Peas,Monkey Business,False,0,228173,7,0,4,0.812,0.825,0.224,0.144,3.29e-06,0.217,0.683,113.681
1Aw3JCgc2bz73y46u2osT9,https://open.spotify.com/track/1Aw3JCgc2bz73y46u2osT9,Gone Going,Black Eyed Peas,Monkey Business,False,0,193920,11,0,4,0.804,0.822,0.0821,0.112,0,0.281,0.737,99.072
2WNVqZq1ujhMDlOAqBFkVv,https://open.spotify.com/track/2WNVqZq1ujhMDlOAqBFkVv,My Humps,Black Eyed Peas,Monkey Business,False,7,326960,1,0,4,0.802,0.682,0.222,0.111,1.39e-05,0.109,0.586,123.95
6pIpG5tY6fbCtRDoMA7LLS,https://open.spotify.com/track/6pIpG5tY6fbCtRDoMA7LLS,Don't Lie,Black Eyed Peas,Monkey Business,False,2,219000,9,1,4,0.662,0.785,0.186,0.16,0,0.0784,0.604,89.885
3BnvVIFwQXXMGjkW4rWRJj,https://open.spotify.com/track/3BnvVIFwQXXMGjkW4rWRJj,Don't Phunk With My Heart,Black Eyed Peas,Monkey Business,False,3,239773,5,0,4,0.69,0.928,0.061,0.00937,0,0.547,0.604,130.889
7KIbDUwumrpG5f30kEYW1v,https://open.spotify.com/track/7KIbDUwumrpG5f30kEYW1v,Pump It,Black Eyed Peas,Monkey Business,False,10,213066,1,0,4,0.648,0.931,0.181,0.00937,0,0.752,0.744,153.649
0aASUtDb1N96NJDwmWj5Gf,https://open.spotify.com/track/0aASUtDb1N96NJDwmWj5Gf,Anna Júlia,Los Hermanos,Los Hermanos,False,62,212200,3,1,4,0.427,0.817,0.0385,0.0445,1.67e-05,0.0801,0.458,148.234
6ooluO7DiEhI1zmK94nRCM,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM,Take Me Out,Franz Ferdinand,Franz Ferdinand,False,72,237026,9,1,4,0.278,0.676,0.0371,0.000423,0.000899,0.136,0.494,104.545
2vDT1uU6hZgdp3PbWGr0Xy,https://open.spotify.com/track/2vDT1uU6hZgdp3PbWGr0Xy,7 Years,Lukas Graham,7 Years,False,12,237300,10,1,4,0.765,0.473,0.0514,0.287,0,0.391,0.34,119.992
3CRDbSIZ4r5MsZ0YwxuEkn,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,Blurryface,False,82,202333,4,0,4,0.734,0.637,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
3RiPr603aXAoi4GHyXx0uy,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,A Head Full of Dreams,False,76,258826,0,0,4,0.49,0.743,0.0409,0.255,7.21e-06,0.3,0.363,89.974
0X0Lz7LwpiIWcdGqVWaxXD,https://open.spotify.com/track/0X0Lz7LwpiIWcdGqVWaxXD,Mess Around,Cage The Elephant,Tell Me I'm Pretty,False,60,173173,4,0,4,0.423,0.931,0.0542,0.0122,0.00103,0.629,0.605,150.385
5n0CTysih20NYdT2S0Wpe8,https://open.spotify.com/track/5n0CTysih20NYdT2S0Wpe8,Trouble,Cage The Elephant,Tell Me I'm Pretty,False,71,225973,0,1,4,0.47,0.623,0.0302,0.392,0.000453,0.0992,0.298,77.861
01T0Kq5YOIRF9BQRXJsyfe,https://open.spotify.com/track/01T0Kq5YOIRF9BQRXJsyfe,Portuguese Knife Fight,Cage The Elephant,Tell Me I'm Pretty,False,50,217893,6,1,4,0.56,0.928,0.056,0.00144,0.00292,0.318,0.612,115.207
0YBq701BXkMaK6V5UyvOpT,https://open.spotify.com/track/0YBq701BXkMaK6V5UyvOpT,Oração,A Banda Mais Bonita da Cidade,A Banda Mais Bonita da Cidade,False,60,301346,7,1,4,0.425,0.474,0.0314,0.613,2.44e-06,0.228,0.379,128.631
