url,name,artist,explicit,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
https://open.spotify.com/track/32sBVB5HmrwJ6e9g0S2BRL,Damselfly,Loyle Carner,True,64,172653,0.82,0.596,0.246,0.517,0.00159,0.358,0.54,94.968
https://open.spotify.com/track/19yMYXxG3gtIbKxOpQo9vL,Mean It In The Morning,Loyle Carner,False,53,159840,0.6,0.589,0.29,0.784,0.224,0.107,0.59,81.815
https://open.spotify.com/track/5CAztXp7af5FZR9Gbnnwk2,Volta e Meia,O Terno,False,46,195066,0.585,0.347,0.0925,0.454,1.66e-06,0.107,0.501,109.214
https://open.spotify.com/track/0Tetrw2nzH22LpHSDhOUIe,Pra Sempre Será,O Terno,False,42,289346,0.529,0.197,0.0625,0.675,4.11e-05,0.102,0.218,75.662
https://open.spotify.com/track/5wyifj9jya5OUkuTKLFIhn,Pegando Leve,O Terno,False,46,281426,0.452,0.291,0.0277,0.252,1.81e-06,0.0581,0.465,102.467
https://open.spotify.com/track/1BeY3p2ePpoDOmlRh3jirM,Tudo Que Eu Não Fiz,O Terno,False,39,229413,0.474,0.475,0.0725,0.143,3.27e-05,0.0697,0.412,97.078
https://open.spotify.com/track/7vdbdhlD26k1wO9XVxH9G3,Só in English,Renato Enoch,False,31,199271,0.714,0.313,0.0778,0.854,0,0.0795,0.588,84.333
https://open.spotify.com/track/7ciaJIGCyZ8Xky1DQvZg0l,1=1=1,Subculture Sage,False,43,261833,0.725,0.441,0.0906,0.438,0.000801,0.117,0.253,78.996
https://open.spotify.com/track/0EtgBQdaNxPoG3zrQoAjNg,Swamp,Futuro Pelo,False,0,170704,0.813,0.598,0.056,0.0207,0.137,0.0984,0.86,142.057
https://open.spotify.com/track/4XbXH5gMNc47XUEkKgwPsp,Vicio,Phill Veras,False,44,250213,0.616,0.415,0.0373,0.803,0.00349,0.0979,0.37,146.139
https://open.spotify.com/track/2GvbK34eLArbttr0bXRu4l,Céu Azul,Ana Gabriela,False,63,208219,0.684,0.341,0.0332,0.861,0,0.14,0.427,120.109
https://open.spotify.com/track/1WyEXbMQLt9szrhDos1uz8,On The Square,Mac DeMarco,False,49,209393,0.679,0.326,0.0283,0.694,0.181,0.147,0.386,76.715
https://open.spotify.com/track/7ixHZ5EUkPYCKScXKGaYoS,Little Dogs March,Mac DeMarco,False,47,149292,0.896,0.18,0.0887,0.724,0.0226,0.109,0.254,126.163
https://open.spotify.com/track/7JyhhEb1LKIuDiHy6bWdet,Finally Alone,Mac DeMarco,False,50,144756,0.826,0.485,0.0345,0.513,0.00224,0.109,0.852,96.497
https://open.spotify.com/track/42EMSKPgulAzr4RLY65Eut,Nobody,Mac DeMarco,False,59,212460,0.877,0.178,0.102,0.776,0.0193,0.107,0.442,74.997
https://open.spotify.com/track/1IF1IpJ8SnBDgHO5Nig0pD,O TEMPO É SUA MORADA :: celebrar,Francisco el Hombre,False,49,229933,0.562,0.309,0.0252,0.569,2.71e-05,0.101,0.458,102.031
https://open.spotify.com/track/6yVyCxu8H6K8QVBuf10HP7,Cara a Cara,Castello Branco,False,35,162668,0.664,0.419,0.0428,0.638,0.0496,0.109,0.109,96.849
https://open.spotify.com/track/1tqio9a4FxPi01E1NDII3U,Céu da Boca,Castello Branco,False,38,183001,0.699,0.616,0.0446,0.38,0.000428,0.117,0.51,144.932
https://open.spotify.com/track/7aO6EZEIokDA9kuIpJZvhE,Coragem,Castello Branco,False,39,238376,0.685,0.402,0.0396,0.523,0.000202,0.105,0.417,94.985
https://open.spotify.com/track/5hCfJHYKTB92MKa8HyxAld,Necessidade,Castello Branco,False,42,225137,0.592,0.538,0.034,0.0862,0.0321,0.0698,0.238,96.045
https://open.spotify.com/track/3sZcGCUXvr45syuNyTUC1Z,Crer-Sendo,Castello Branco,False,45,207870,0.413,0.579,0.0554,0.16,0,0.112,0.41,81.54
https://open.spotify.com/track/0UUEYLYmrxuJgTv3j42Ie5,Alma Sebosa,Johnny Hooker,True,48,214750,0.663,0.73,0.0472,0.181,0,0.212,0.803,135.162
https://open.spotify.com/track/7uSdpAkxgB0948bW7yjjJO,Amor Marginal,Johnny Hooker,False,51,285000,0.423,0.539,0.0368,0.252,2.18e-05,0.0959,0.196,170.51
https://open.spotify.com/track/1WOwgLCv4mCJPatwib6jLi,Caju,Silva,False,41,242130,0.691,0.408,0.0657,0.698,0.0374,0.325,0.351,153.984
https://open.spotify.com/track/05ZVTnFGjDTnzQHMxK0Bir,Please Don't Stop The Rain,James Morrison,False,50,234266,0.5,0.819,0.0729,0.0607,0,0.0709,0.679,160.125
https://open.spotify.com/track/15QMLEPeA6dFzRcRMBSDyT,The Moon Song - Film Version,Scarlett Johansson,False,1,110920,0.626,0.0654,0.0405,0.994,0.000662,0.106,0.724,95.303
https://open.spotify.com/track/6qoWO4ukE09xUP5OkifECv,Landscapes (Original),Moodprint,False,18,276922,0.252,0.493,0.0506,0.641,8.54e-05,0.0909,0.0572,82.487
https://open.spotify.com/track/3FtJLrlkXuWuvqI45ms9Fp,Leap of Faith,YellowStraps,False,25,291100,0.528,0.398,0.0296,0.424,0.872,0.113,0.138,130.005
https://open.spotify.com/track/4OYAbqimL3F4l533Y1HmE2,Nights Up,YellowStraps,False,32,238293,0.47,0.506,0.137,0.746,0.13,0.356,0.299,179.434
https://open.spotify.com/track/2J5qVC5iCgodbav4ZLTNSI,Blame,YellowStraps,False,37,295040,0.489,0.37,0.0424,0.506,0.0898,0.127,0.0816,107.534
https://open.spotify.com/track/5maHVorfdeqeIJHqHaZCuc,Rose - A COLORS SHOW,YellowStraps,False,41,229598,0.692,0.312,0.0937,0.544,0.000101,0.073,0.346,90.036
https://open.spotify.com/track/2ioRGjGkS1KSgfwCW4h0Dy,Vagabundo não é fácil,Novos Baianos,False,32,305933,0.471,0.559,0.0604,0.568,0,0.106,0.802,175.087
https://open.spotify.com/track/6mGtde5UqYrIVHFdap0sbn,Brisa,5 a Seco,False,29,219933,0.445,0.433,0.0336,0.357,3.26e-06,0.106,0.436,116.921
https://open.spotify.com/track/2Yz1XU361N8n7dPkRRSydS,North Pole,Injury Reserve,False,48,260611,0.599,0.451,0.382,0.45,0,0.38,0.492,76.784
https://open.spotify.com/track/4zpql89tpykmDxjjeG9rlA,Yo,Injury Reserve,True,41,185680,0.596,0.649,0.345,0.0126,0,0.18,0.475,90.625
https://open.spotify.com/track/6U8wLl0pMsgS1Lcql3nQjH,Ttktv,Injury Reserve,True,51,401933,0.63,0.449,0.252,0.814,0.575,0.106,0.0738,158.861
https://open.spotify.com/track/2LKyVxah7M1HyYqSDaWFXE,Brastempp,Trombone de Frutas,False,34,206213,0.515,0.355,0.0302,0.553,8.61e-05,0.25,0.299,112.716
https://open.spotify.com/track/1gN9pDTha8rDiNzunN99Cd,Maneiras e Maneiras,5 a Seco,False,27,164640,0.795,0.635,0.0339,0.0083,1.44e-05,0.112,0.921,119.997
https://open.spotify.com/track/6bvPoSZEoHJOALlKPF6sq1,Lua Cheia,5 a Seco,False,35,218560,0.51,0.301,0.0343,0.426,0,0.111,0.638,154.178
https://open.spotify.com/track/78TAL6H02gWraLWjvP9qPx,Ventos de Netuno,5 a Seco,False,37,166200,0.609,0.677,0.0411,0.159,0.000181,0.115,0.55,90.111
https://open.spotify.com/track/0hasnkYa7b4rDQqZjMmGyh,Em Paz,5 a Seco,False,43,224413,0.281,0.33,0.0324,0.836,7.1e-05,0.729,0.156,176.889
https://open.spotify.com/track/2MJBTjDGNum1zpODeH3pum,HelGa.,Phony Ppl,True,40,285093,0.653,0.526,0.0351,0.0148,0.276,0.174,0.395,85.019
https://open.spotify.com/track/2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,Phony Ppl,False,63,331826,0.706,0.483,0.0393,0.547,1.94e-06,0.136,0.663,92.002
https://open.spotify.com/track/3vZMkLS1jP7NdNhzqGfUSW,Ben - Single Version,Michael Jackson,False,58,165160,0.464,0.132,0.0283,0.81,1.16e-05,0.0994,0.303,68.152
https://open.spotify.com/track/6iyr0pAtw5qMO0rxefkp2i,My Girl,Michael Jackson,False,33,188760,0.729,0.587,0.0392,0.177,1.66e-05,0.115,0.837,105.586
https://open.spotify.com/track/5FXD5Bh1yU573XSG2JZZQk,Kalmado,Kris Delano,True,53,210024,0.675,0.422,0.469,0.575,7.53e-06,0.121,0.726,175.996
https://open.spotify.com/track/5sLGYJOhLP197nmkaRMMEH,Ngayong Gabi,Al James,False,60,267456,0.865,0.628,0.143,0.594,0,0.2,0.433,116.009
https://open.spotify.com/track/6utl2puTMct2t0ntNnZc68,"Honey, There's No Time",Feng Suave,False,55,261021,0.614,0.398,0.0707,0.631,0.000758,0.115,0.563,127.973
https://open.spotify.com/track/0DHRNZ26HFLPnmwDUjGB89,By the Poolside,Feng Suave,False,46,217116,0.703,0.495,0.138,0.31,5.31e-06,0.0685,0.742,74.989
https://open.spotify.com/track/4UCiDcv0yO9tNLZbkZeBBA,Sink into the Floor,Feng Suave,False,61,281054,0.566,0.394,0.0445,0.712,2.59e-05,0.156,0.6,78.948
https://open.spotify.com/track/0ZvWdGaWqnPs99z1Xso8YG,Noche Oscura,Feng Suave,False,50,285632,0.52,0.21,0.0401,0.804,0.00547,0.123,0.29,132.178
https://open.spotify.com/track/4t7oADdMTLo3Kj5asx1IL3,Candy Eyes,Jack Stauber,False,47,251569,0.733,0.353,0.0328,0.505,0.851,0.265,0.0362,87.993
https://open.spotify.com/track/7D7GfQJaJlMZtNpB7XKwxe,My Plea,Jack Stauber,False,52,176006,0.777,0.619,0.0625,0.496,7.56e-06,0.0959,0.902,90.029
https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC,Buttercup,Jack Stauber,False,82,208026,0.705,0.373,0.0384,0.723,0.81,0.289,0.551,120.046
https://open.spotify.com/track/4HDLmWf73mge8isanCASnU,Part III,Crumb,False,56,222920,0.426,0.505,0.0292,0.197,0.856,0.236,0.172,116.033
https://open.spotify.com/track/45PxuJqJBnPXZKLxoo9Apj,SUPERPOSITION,Daniel Caesar,True,65,263794,0.589,0.279,0.0408,0.911,0.000128,0.087,0.333,115.656
https://open.spotify.com/track/0KeZ6mv7rL5wfF7TuxSUdk,Pahinga,Al James,True,57,223584,0.785,0.647,0.0785,0.722,5.03e-05,0.102,0.505,106.072
https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN,Pa-umaga,Al James,False,60,189019,0.911,0.299,0.0752,0.17,0.00201,0.0952,0.565,130.038
https://open.spotify.com/track/0wWXjFSlqdVMWVI7e3atWv,Geh ran,Trettmann,False,49,325240,0.518,0.184,0.202,0.725,0.041,0.117,0.481,171.697
https://open.spotify.com/track/1jxzCZRphA9XMgYJxWwrRn,Matalib - COLORS Sudan,Sammany Hajo,False,39,158896,0.643,0.229,0.215,0.762,3.13e-06,0.1,0.877,147.008
https://open.spotify.com/track/5YRDGgdOshUPA17m7yzY7p,"One more time, One more chance",Masayoshi Yamazaki,False,49,330200,0.55,0.408,0.0318,0.719,0,0.11,0.331,129.152
https://open.spotify.com/track/5eM6Rrk8rwLpUhrh7Kk5R1,California,Joni Mitchell,False,65,230226,0.464,0.328,0.0407,0.905,0,0.135,0.784,70.859
https://open.spotify.com/track/4iaGeV4WFvP2ynbqCIyTpS,Mykonos,Fleet Foxes,False,62,275306,0.3,0.452,0.0305,0.395,0.000818,0.137,0.342,82.988
https://open.spotify.com/track/51QHQSU5C4WE7KqoqeNOCM,Blues Run the Game - 2001 Remaster,Jackson C. Frank,False,54,211986,0.374,0.121,0.0309,0.951,0.00349,0.102,0.413,166.212
https://open.spotify.com/track/4K1imZQQ0yKtJ40vGmUajS,Girl from the North Country (with Johnny Cash),Bob Dylan,False,65,220400,0.607,0.142,0.0382,0.843,0.000197,0.121,0.305,118.867
https://open.spotify.com/track/13jJu9zoXOQnqiLaJsg41K,Can't Take My Eyes Off You,Frankie Valli,False,52,203680,0.581,0.78,0.0567,0.508,1.07e-05,0.0799,0.561,123.711
https://open.spotify.com/track/2W5UG7uGle3SlZiyzEGxls,Sealed with a Kiss,Bobby Vinton,False,55,168866,0.431,0.379,0.0262,0.708,1.74e-05,0.181,0.665,86.172
https://open.spotify.com/track/6vXZs9rEQF7Nd6O8Ue7NrT,Are You Lonesome Tonight,Elvis Presley,False,58,187026,0.355,0.0922,0.0515,0.918,0.000702,0.106,0.191,65.952
https://open.spotify.com/track/0FD8KMG4pHp0O9clTpChjp,I Say a Little Prayer,Aretha Franklin,False,53,216773,0.59,0.355,0.0352,0.48,0,0.0585,0.499,133.03
https://open.spotify.com/track/4GipxMgLhzh1cFW5U1HH6t,What the World Needs Now Is Love,Dionne Warwick,False,50,190480,0.574,0.364,0.0365,0.915,9.98e-06,0.137,0.398,112.094
https://open.spotify.com/track/70gfB8orjZFNqogQSv4oAE,It's a Long Way to Tipperary - 1914,John McCormack,False,33,197880,0.524,0.279,0.0969,0.995,0.000116,0.217,0.808,112.777
https://open.spotify.com/track/3t2LXq933tnGcMUQrsOSqt,Rumo Ao Infinito,Maria Rita,False,40,272306,0.702,0.398,0.0742,0.462,3.69e-06,0.0954,0.637,158.184
https://open.spotify.com/track/076YPf69AwXWL5ZB6hi3YE,Num corpo só,Maria Rita,False,44,238000,0.755,0.617,0.0637,0.691,2.52e-06,0.0748,0.685,103.908
https://open.spotify.com/track/19KDsFyj6Nyxa9xLb29lOL,Encontros e despedidas,Maria Rita,False,50,242333,0.412,0.313,0.0334,0.563,0,0.12,0.115,105.158
https://open.spotify.com/track/5ua6ByZaOw4hlMP6i8Vjdz,Tá perdoado,Maria Rita,False,54,227520,0.78,0.571,0.061,0.586,1.26e-05,0.0767,0.858,102.026
https://open.spotify.com/track/1KlC2yGobg0mBMAIJ3OrX2,Cara valente,Maria Rita,False,50,282293,0.738,0.56,0.0482,0.608,0.0045,0.126,0.645,157.946
https://open.spotify.com/track/1xd17oTRJ5sFIHySHLnad9,Algo Parecido,Skank,False,63,225018,0.549,0.629,0.0267,0.527,0,0.13,0.613,167.881
https://open.spotify.com/track/6JFmn1H069CltJZjEI050q,That's All I Need To Know,Sam Cooke,False,23,142866,0.548,0.34,0.0326,0.776,0,0.102,0.726,82.65
https://open.spotify.com/track/0BFEyqJ9DJXS7gKg0Kj46R,You Send Me,Sam Cooke,False,61,165560,0.553,0.291,0.0301,0.878,0,0.129,0.407,96.217
https://open.spotify.com/track/7FAWkCCU1DRz87fsvtZLFg,Tournament Hill,TEMPOREX,False,50,113814,0.888,0.362,0.096,0.528,0,0.0891,0.855,97.01
https://open.spotify.com/track/4FJzP6dMX4X7EAazhOTgey,Ipanema,Still Woozy,False,15,127044,0.751,0.473,0.199,0.216,0.0774,0.267,0.868,147.437
https://open.spotify.com/track/5H2WmzaijYOGTHeHdM3w9P,Nice Boys,TEMPOREX,False,66,180845,0.546,0.669,0.103,0.495,0.735,0.25,0.337,75.144
https://open.spotify.com/track/1b2ReMGta2fe6lEMpvU6eB,My Jinji,落日飛車 Sunset Rollercoaster,False,12,400560,0.389,0.597,0.0308,0.534,0.406,0.144,0.506,143.943
https://open.spotify.com/track/3vq8hdYv9gh2rgR1zMwKTN,Deeply,Matheus Who,False,30,279614,0.541,0.493,0.029,0.178,0.217,0.109,0.84,188.083
https://open.spotify.com/track/4IroNECciKcq3M2QtSTus7,Playground,Steve Lacy,False,58,213797,0.482,0.788,0.0425,0.113,0.00437,0.344,0.854,191.776
https://open.spotify.com/track/52uTp5TrlfPrtgiUdIhkbU,Sofia,Clairo,False,54,188386,0.744,0.619,0.039,0.598,0.00372,0.231,0.641,112.997
https://open.spotify.com/track/3xUoFmauSdcqntvnmc39XZ,Wiggle,binki,False,54,179908,0.753,0.461,0.0585,0.496,0.000372,0.116,0.897,103.919
https://open.spotify.com/track/0T6wlcOJXh6Nw0jvxz89fL,Avião,Lourena,False,48,241171,0.522,0.614,0.0456,0.25,0,0.158,0.298,58.105
https://open.spotify.com/track/3uOxdAmQ6VMBsjtebp6YWk,Espresso,SóCIRO,False,27,227285,0.723,0.15,0.0493,0.902,1.02e-06,0.121,0.342,124.093
https://open.spotify.com/track/3Vc8vnid3noqupe9PvUKxP,Dizeres,Lourena,False,68,257645,0.832,0.484,0.189,0.665,1.02e-05,0.0822,0.83,142.111
https://open.spotify.com/track/1XqnaJPGDFEytLEvYdJsS3,Dia Lindo,Terno Rei,False,47,110346,0.634,0.384,0.0302,0.164,0,0.125,0.309,79.005
https://open.spotify.com/track/503OjD3MWV3qFkKj769fte,Mistério Stereo,Curumin,False,47,247946,0.78,0.616,0.0283,0.678,0.0326,0.104,0.803,112.052
https://open.spotify.com/track/58g3mBBkB7zMgiypoBiaZq,WalkAlone - Tearboy,Konai,False,43,145084,0.636,0.337,0.0275,0.787,0.65,0.107,0.0999,114.922
https://open.spotify.com/track/0m7belwSddHEXz2mjlWSGi,Pensando Bem,5 a Seco,False,49,199906,0.615,0.438,0.0282,0.248,1.41e-05,0.108,0.251,122.878
https://open.spotify.com/track/0Bxc8AQgyfeR7KrDsICanu,Egóico,Sagaz,False,45,213367,0.717,0.316,0.188,0.651,0.027,0.105,0.338,84.697
https://open.spotify.com/track/4Vm5bGHaHj6CWtaj7Cx73a,Dengo,ANAVITÓRIA,False,58,236943,0.759,0.273,0.0348,0.831,0,0.118,0.399,122.001
https://open.spotify.com/track/59ZID7biPsWrUYDDnhzUSB,You Might Find Yours,Tom Rosenthal,False,43,151028,0.478,0.454,0.0757,0.886,0.427,0.129,0.501,144.771
https://open.spotify.com/track/2kA7lg8WsJz6AJrf6k9ZdW,It's Not Time to Relax,Club Soccer,False,5,217525,0.564,0.475,0.0309,0.672,0.0423,0.132,0.646,144.013
https://open.spotify.com/track/02RozCtDH478lix2senHvF,Belle Bouteille,LAUSSE THE CAT,True,49,231998,0.737,0.298,0.192,0.468,0.0165,0.12,0.232,90.026
https://open.spotify.com/track/7nnz5nWr6iHtiEhH3a22HH,How Does It Feel?,Samm Henshaw,False,56,190877,0.613,0.669,0.156,0.1,0,0.281,0.599,80.033
https://open.spotify.com/track/0k7mBtJqwxudDYK38d6Bon,De Tarde,Faustino Beats,False,36,228000,0.644,0.254,0.182,0.326,0.000137,0.104,0.536,79.911
https://open.spotify.com/track/0Xe7rApy8hQUDLlT1IzY1T,Closer,Alfa Mist,False,44,274687,0.727,0.392,0.166,0.463,0.0133,0.11,0.462,92.121
https://open.spotify.com/track/5rYTMjVkGioNF4MpSQISlg,Desoleil (Brilliant Corners),Loyle Carner,True,57,220401,0.826,0.483,0.371,0.609,3.77e-05,0.145,0.116,131.883
https://open.spotify.com/track/6ZTtdhd5TTorVWqvOsjmja,Mrs C,Loyle Carner,True,45,202306,0.613,0.575,0.276,0.886,0.00768,0.1,0.267,80.258
https://open.spotify.com/track/3xaQiq1PpJfLO4KRly44BL,OJPL,Easy Life,True,56,180533,0.369,0.789,0.465,0.802,0,0.253,0.273,71.169
https://open.spotify.com/track/5wXZXabu8JyRGNHqgueUHm,Ice Water,Loyle Carner,True,58,209285,0.535,0.84,0.482,0.782,0.0134,0.294,0.702,89.368
https://open.spotify.com/track/6dEe0H4vjEyy2ukczkB25o,Loose Ends,Loyle Carner,True,62,256198,0.79,0.675,0.319,0.166,1.36e-05,0.103,0.363,90.961
https://open.spotify.com/track/4pjcxC0qgXWZWmcBjzn1az,Angel,Loyle Carner,True,61,283225,0.801,0.601,0.203,0.147,0.011,0.108,0.282,96.998
https://open.spotify.com/track/0CpicQmoNPV9W4efvVmeKJ,Onde está você,Tim Maia,False,8,210200,0.59,0.585,0.0286,0.113,0,0.205,0.398,131.289
https://open.spotify.com/track/5c12DVTlsyFbxmysLw0Vll,Você,Tim Maia,False,52,244178,0.354,0.528,0.0418,0.242,1.3e-05,0.204,0.72,142.506
https://open.spotify.com/track/0SfcG65T1KKCj5NQffpzQR,Não Quero Dinheiro (Só Quero Amar),Tim Maia,False,53,153790,0.618,0.876,0.0389,0.4,0,0.19,0.967,138.783
https://open.spotify.com/track/6vgKWE1KV4E7p1Dv75z0kL,Azul Da Cor Do Mar,Tim Maia,False,56,198261,0.508,0.34,0.0384,0.0863,0.000325,0.262,0.396,125.519
https://open.spotify.com/track/5flYFbJweqUHlQjle7uRlI,Que Beleza,Tim Maia,False,56,208573,0.507,0.547,0.0416,0.314,0.458,0.0769,0.905,160.879
https://open.spotify.com/track/3BpiaGyTIb7VIoAYbvSzTH,Réu Confesso,Tim Maia,False,58,217604,0.536,0.766,0.0522,0.0539,0.0051,0.292,0.758,87.893
https://open.spotify.com/track/6eDMElxeeKXs4DHTb0dGP0,Gostava Tanto De Você,Tim Maia,False,59,256362,0.563,0.886,0.0993,0.0479,7.33e-05,0.0384,0.717,89.234
https://open.spotify.com/track/1ykrnK2a98ycL7qNbcdtcY,Am wenigsten zu sagen,Von Wegen Lisbeth,False,41,155466,0.766,0.272,0.0398,0.855,0.000169,0.29,0.733,113.128
https://open.spotify.com/track/3yjQ3ScumLFTsXBMqS5qmJ,Junge,Haller,False,2,203210,0.781,0.347,0.0361,0.542,0.00272,0.153,0.544,81.998
https://open.spotify.com/track/010n0JjUmgY1fjxIQAyo8p,Bis zum Himmel,klangheimlich,False,1,360779,0.502,0.405,0.0294,0.718,0.0208,0.0896,0.053,123.138
https://open.spotify.com/track/0CP3e2mHRa6TPSrmxyNQB1,September,BRUCKNER,False,47,255053,0.793,0.503,0.0366,0.147,0.000139,0.18,0.42,121.975
https://open.spotify.com/track/0yh9mW9n5TjegvEXo0jZdt,Ich will dich vermissen,Namika,False,33,181800,0.639,0.234,0.0646,0.809,0.000149,0.364,0.325,66.908
https://open.spotify.com/track/0gh56emaM8R2Muwb1GJl4z,Glück,Bengio,False,39,210585,0.662,0.647,0.0305,0.515,2.51e-05,0.107,0.596,128.07
https://open.spotify.com/track/3OEJnylQDDsOrYsgKM8ZHO,Das Licht Dieser Welt,Gisbert Zu Knyphausen,False,36,245530,0.598,0.206,0.0426,0.872,0.00022,0.107,0.297,131.427
https://open.spotify.com/track/4Ca09Mf8V9lsU8zEhZizBA,Liebe ist verbraucht,Xavi,False,39,216173,0.585,0.288,0.0817,0.446,0,0.104,0.502,98.16
https://open.spotify.com/track/6X4cn36DnNt8G1Vh3syAFm,Preta,Orgânico,False,54,260243,0.563,0.692,0.0981,0.357,0,0.126,0.476,123.065
https://open.spotify.com/track/5z389dy6N80WE9rSkfwDn0,Feels Like Home,Grace Kelly,False,52,267077,0.602,0.213,0.0296,0.871,0,0.107,0.238,97.974
https://open.spotify.com/track/1lmcHmrnwCl21OcPRY3ZVb,Asas,Luedji Luna,False,48,274840,0.644,0.258,0.033,0.941,0.0199,0.0937,0.354,93.818
https://open.spotify.com/track/16eU7wtX9pv2RPtIoDHVeO,Acalanto,Luedji Luna,False,49,224466,0.731,0.342,0.0999,0.949,0.107,0.102,0.448,170.003
https://open.spotify.com/track/2kEGhFlJxjVtXnIpudVLtI,Um Corpo no Mundo,Luedji Luna,False,48,385093,0.606,0.412,0.0521,0.863,0.0235,0.181,0.528,156.016
https://open.spotify.com/track/2fhXxiuLeTO7TptXXQcg79,Banho de Folhas,Luedji Luna,False,56,389253,0.825,0.447,0.0996,0.735,0.0834,0.126,0.718,116.015
https://open.spotify.com/track/679bhkmbKtkLaBd9CfSQH8,Sol Loiro,Armandinho,False,60,226973,0.387,0.662,0.0361,0.472,2.1e-06,0.116,0.718,87.992
https://open.spotify.com/track/5yQW46XPWdGqkX2PyMegLD,Pescador,Armandinho,False,56,179466,0.693,0.683,0.0442,0.186,0,0.13,0.742,152.287
https://open.spotify.com/track/11h8rVb7ZQ21enNmHRraFj,Outra Vida - Ao Vivo,Armandinho,False,59,293631,0.366,0.408,0.035,0.422,0,0.466,0.307,127.279
https://open.spotify.com/track/57wAk7wxxgeadU1gkHlChd,Outra Noite Que Se Vai,Armandinho,False,56,229600,0.642,0.806,0.0313,0.173,2.86e-06,0.776,0.415,95.031
https://open.spotify.com/track/3ZrJLXe9SGYCBN6NVERREd,Sou Eu,Moacir Santos,False,19,180666,0.717,0.577,0.0396,0.795,0.0965,0.125,0.73,95.098
https://open.spotify.com/track/5h68UTytwmTJDwoGbqLwzV,Never Had The Balls,Rex Orange County,False,67,236893,0.691,0.68,0.0365,0.387,0.000276,0.0508,0.361,149.974
https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc,Pluto Projector,Rex Orange County,False,70,267520,0.551,0.219,0.0285,0.707,0.000691,0.118,0.191,80.978
https://open.spotify.com/track/3SxSrUogj4LpAkLKXeTtTQ,Always,Rex Orange County,False,67,197333,0.669,0.374,0.0385,0.777,0,0.326,0.394,127.938
https://open.spotify.com/track/4tVphly4D1PB8tJC9gHMcJ,10/10,Rex Orange County,True,66,146093,0.487,0.909,0.0994,0.302,2.91e-05,0.0781,0.293,187.829
https://open.spotify.com/track/7uNUSxzFjPj9JQaZidFreW,Stressed Out,Rex Orange County,False,62,105040,0.65,0.319,0.05,0.935,0,0.258,0.197,84.063
https://open.spotify.com/track/0YdIIMb2MHuxoUudkAY9gS,Face To Face,Rex Orange County,False,69,219800,0.748,0.441,0.0622,0.592,0,0.176,0.44,124.107
https://open.spotify.com/track/7vRia9rlEuTDQxkfXIKySi,It's Not The Same Anymore,Rex Orange County,False,64,386200,0.665,0.317,0.0327,0.874,3.8e-05,0.111,0.359,117.698
https://open.spotify.com/track/4RKGnMypRvrDuxMPm26VUy,Green Eyes,Yangsun,False,18,146762,0.67,0.433,0.0293,0.832,0.0514,0.11,0.45,74.022
https://open.spotify.com/track/3WtyhPBePReL7RtIySBDrj,Na Pele,Ferdi,False,8,279225,0.639,0.27,0.0276,0.588,0.00234,0.109,0.266,107.972
https://open.spotify.com/track/0q2njjSdbANnl9JEGdWCox,Ponto e Vírgula,Ferdi,False,8,291040,0.587,0.481,0.0264,0.682,0,0.152,0.725,146.062
